x_um,y_um,z_um,lateral_err_um,axial_err_um,n_views,photons,frame
-1.015817154782074105e+01,2.042641950521971950e+00,-4.423582393092261866e-01,5.991178511069896601e-02,6.154123268918668122e-02,7.000000000000000000e+00,4.935879302978515625e+03,6.000000000000000000e+00
-4.834664872148960235e+00,1.304219513542840936e+00,-4.935959621200665670e-01,3.732210317704464514e-02,4.122292463743103264e-02,5.000000000000000000e+00,1.657203430175781250e+03,6.000000000000000000e+00
5.597916603864005580e+00,4.859122005897632768e+00,-2.261268078400136883e+00,5.852656519598550128e-02,6.464362886831420685e-02,5.000000000000000000e+00,4.806631591796875000e+03,7.000000000000000000e+00
-8.172071113708835099e+00,-1.311858941423111213e+00,3.687948854410040944e+00,4.411049005323572358e-02,4.622344686257911367e-02,6.000000000000000000e+00,5.207761230468750000e+03,7.000000000000000000e+00
4.704367792623491695e+00,-5.972824383565560780e+00,-2.309624184597227625e+00,5.002945072786697811e-02,5.260521184916876897e-02,6.000000000000000000e+00,4.747958923339843750e+03,7.000000000000000000e+00
-9.613625765640680498e+00,7.281998699788183593e-01,3.694128002662808274e+00,2.953114666187374449e-02,3.033431844734542013e-02,7.000000000000000000e+00,5.705485290527343750e+03,7.000000000000000000e+00
5.586486445552132807e+00,4.868245163988038193e+00,-2.305429003405750077e+00,4.734116577144566185e-02,5.228915689951659646e-02,5.000000000000000000e+00,5.022858093261718750e+03,8.000000000000000000e+00
4.717662712849743478e+00,-6.006989702229372341e+00,-2.306640393721429483e+00,4.698356357034287611e-02,4.940250750484606601e-02,6.000000000000000000e+00,3.705015014648437500e+03,8.000000000000000000e+00
-6.390912684389426168e+00,2.925182528743952570e-01,-1.781281239830905472e+00,6.774560341643422190e-02,7.099071662803255189e-02,6.000000000000000000e+00,4.274850097656250000e+03,8.000000000000000000e+00
-9.692159609168639278e+00,7.170696156015341494e-01,3.624043765732766431e+00,3.762442005013683088e-02,3.959465484263868101e-02,6.000000000000000000e+00,3.218956939697265625e+03,8.000000000000000000e+00
5.597818793460795028e+00,4.857298345434619691e+00,-2.212109181275190295e+00,4.909868377528044114e-02,5.423036669354477229e-02,5.000000000000000000e+00,4.785818359375000000e+03,9.000000000000000000e+00
4.699197055488391506e+00,-6.051786023088854272e+00,-2.304052774418381411e+00,5.776664487563402950e-02,6.411605909626107158e-02,5.000000000000000000e+00,3.258000457763671875e+03,9.000000000000000000e+00
-9.378007392314792412e+00,2.968256952382092084e+00,-6.329664549314163446e-01,3.676276933798013069e-02,3.776262279528558308e-02,7.000000000000000000e+00,4.610506378173828125e+03,9.000000000000000000e+00
-4.829702425796932097e+00,1.754939662575543569e+00,4.441962857458534586e-01,2.759272307094651558e-02,2.834317468424365702e-02,7.000000000000000000e+00,4.843039642333984375e+03,9.000000000000000000e+00
-6.444604765916637668e+00,2.783254312418965704e-01,-1.869922183051613729e+00,5.748023707226231765e-02,6.348794090545591129e-02,5.000000000000000000e+00,3.079820831298828125e+03,9.000000000000000000e+00
5.593941033678031083e+00,4.866831307885614244e+00,-2.274655738631330859e+00,5.417825982371403393e-02,5.984084849413816992e-02,5.000000000000000000e+00,4.792841369628906250e+03,1.000000000000000000e+01
4.651454451916635868e+00,-5.988110998643704441e+00,-2.423984807634535166e+00,5.203827649441579439e-02,5.775805775403216463e-02,5.000000000000000000e+00,3.303368103027343750e+03,1.000000000000000000e+01
-6.432292412340660626e+00,2.722271128535307394e-01,-1.890715830469248404e+00,4.630552048597437464e-02,4.852362245452986056e-02,6.000000000000000000e+00,2.881645935058593750e+03,1.000000000000000000e+01
-1.317009456386033328e+01,-1.138769405982655769e+01,-2.311080444024433689e+00,4.670762590216808591e-02,4.976040964250590809e-02,5.000000000000000000e+00,2.062583862304687500e+03,1.000000000000000000e+01
-9.380037084799473845e+00,2.990271946515831392e+00,-5.197407409400167655e-01,5.846057275045166146e-02,6.546526135539512681e-02,4.000000000000000000e+00,2.182256072998046875e+03,1.000000000000000000e+01
-7.454997143009555849e+00,-1.819053683101050645e+00,-1.057164978590658944e+00,6.466078191681383369e-02,6.981367819100101069e-02,3.000000000000000000e+00,1.120543304443359375e+03,1.000000000000000000e+01
5.576008021740586074e+00,4.897862785475112446e+00,-2.260267498723706137e+00,4.541812227717893780e-02,5.016512126672789673e-02,5.000000000000000000e+00,4.936131652832031250e+03,1.100000000000000000e+01
4.698605070917365012e+00,-5.946543294999188767e+00,-2.388829498992377065e+00,6.942629217410239972e-02,7.300069768078894239e-02,6.000000000000000000e+00,5.253465087890625000e+03,1.100000000000000000e+01
-6.411876672448716619e+00,2.093731400681004828e-01,-1.830289853166785941e+00,4.256389996547663146e-02,4.372152936345886226e-02,7.000000000000000000e+00,4.151469207763671875e+03,1.100000000000000000e+01
-1.319729250708113710e+01,-1.134170695085842873e+01,-2.327638510222514778e+00,5.372463263545972090e-02,5.649063981693689535e-02,6.000000000000000000e+00,2.303219512939453125e+03,1.100000000000000000e+01
-9.523723886920446802e+00,2.852748791109769755e+00,-1.322263628917838829e-01,8.334125982177674474e-02,8.560792928845664673e-02,7.000000000000000000e+00,3.202881820678710938e+03,1.100000000000000000e+01
-7.358891136623380014e+00,-1.857823816349128965e+00,-1.157869961167479200e+00,1.344829445104515631e-01,1.452000537560703686e-01,3.000000000000000000e+00,1.446513885498046875e+03,1.100000000000000000e+01
5.576775689587906371e+00,4.895419651070247902e+00,-2.265993873552314852e+00,6.579453812555277614e-02,7.267123382190419922e-02,5.000000000000000000e+00,4.844026489257812500e+03,1.200000000000000000e+01
-1.035409042227992416e+01,-6.767129708108967634e-01,1.575642811513839670e+00,3.723007608825985859e-02,4.479893518108069711e-02,4.000000000000000000e+00,3.880149230957031250e+03,1.200000000000000000e+01
4.721288831991825141e+00,-5.961600174657012197e+00,-2.315599900891989193e+00,5.133003620028664393e-02,5.401797725259840227e-02,6.000000000000000000e+00,3.668328887939453125e+03,1.200000000000000000e+01
-1.325573475716932137e+01,-1.139469621072676020e+01,-2.295511894857726887e+00,4.165442257944092230e-02,4.379899623854440621e-02,6.000000000000000000e+00,2.893228698730468750e+03,1.200000000000000000e+01
-6.551747742947228836e+00,3.128410295946078001e+00,-8.583374120831702703e-01,3.816051958468268113e-02,3.919838827973497197e-02,7.000000000000000000e+00,3.316730865478515625e+03,1.200000000000000000e+01
-6.409234135006923516e+00,2.232252547929901576e-01,-1.866191974380772667e+00,4.849632630846593961e-02,5.103587772943501966e-02,6.000000000000000000e+00,2.789470886230468750e+03,1.200000000000000000e+01
5.573654472374495406e+00,4.895650617381973824e+00,-2.280427571749942040e+00,5.266263169268253774e-02,5.816681035305316938e-02,5.000000000000000000e+00,4.762246337890625000e+03,1.300000000000000000e+01
4.726473986602229616e+00,-5.964668973453829182e+00,-2.357051438315476588e+00,4.557791626294262211e-02,4.792449059050453430e-02,6.000000000000000000e+00,4.167061065673828125e+03,1.300000000000000000e+01
-6.423013844602733613e+00,2.040700569207816173e-01,-1.876574730366587618e+00,3.597665443899525362e-02,3.695512757828485484e-02,7.000000000000000000e+00,4.500047607421875000e+03,1.300000000000000000e+01
-6.515589644453928742e+00,3.097249814175243809e+00,-8.161476799175142460e-01,4.175175690686491053e-02,4.288729808734877136e-02,7.000000000000000000e+00,3.307655120849609375e+03,1.300000000000000000e+01
-6.471967909386783901e+00,-1.659003408774962551e+00,3.080852880893345080e+00,5.617519259607754722e-02,7.545628233877790803e-02,3.000000000000000000e+00,1.272257781982421875e+03,1.300000000000000000e+01
-9.344607169817248149e+00,3.233862409875955635e+00,-6.766367890691784570e-01,7.227638893488549932e-02,8.164021423682804590e-02,4.000000000000000000e+00,1.795717956542968750e+03,1.300000000000000000e+01
-1.006885099822386032e+01,-1.028592022517575089e+00,1.663180221591931685e-01,9.996480208918087640e-02,1.079795601691165841e-01,3.000000000000000000e+00,1.269057159423828125e+03,1.300000000000000000e+01
5.601928251938542047e+00,4.882663220421474826e+00,-2.316582569269008296e+00,4.874067095697488805e-02,5.383493518856674598e-02,5.000000000000000000e+00,4.869760620117187500e+03,1.400000000000000000e+01
4.700154166374116649e+00,-5.995407956139345629e+00,-2.210958509619470380e+00,5.499861508193501503e-02,5.783021311854072422e-02,6.000000000000000000e+00,4.432800170898437500e+03,1.400000000000000000e+01
-6.303582316109241468e+00,3.439450946653086483e-01,-2.023213746341443464e+00,5.478187301916728064e-02,6.050754996989080731e-02,5.000000000000000000e+00,3.965373046875000000e+03,1.400000000000000000e+01
-6.546614686306603481e+00,3.091196870536850660e+00,-8.219441165874339372e-01,4.674659318569637095e-02,4.801798115933531008e-02,7.000000000000000000e+00,3.017890533447265625e+03,1.400000000000000000e+01
-6.439345916856975549e+00,-1.609501380438560503e+00,3.208051368325184782e+00,1.348806562531386088e-01,1.450688031828525903e-01,5.000000000000000000e+00,2.668895111083984375e+03,1.400000000000000000e+01
-4.598432332541825929e+00,-8.377889165717486986e-01,8.931469104921031521e-01,9.854336230827706600e-02,1.064334951514615685e-01,5.000000000000000000e+00,3.390828369140625000e+03,1.400000000000000000e+01
5.513861827071130151e+00,4.895860942378321035e+00,-2.356730282794978315e+00,7.536011498310918322e-02,7.896997440462745488e-02,6.000000000000000000e+00,1.047051495361328125e+04,1.500000000000000000e+01
4.687019576309115365e+00,-6.022284919129839764e+00,-2.268610857781756973e+00,6.443630284593304669e-02,7.151881176601003476e-02,5.000000000000000000e+00,3.498839660644531250e+03,1.500000000000000000e+01
-1.019305558735046802e+01,-1.082362450373835383e+00,-3.022303765726452526e-02,5.355451605263671089e-02,5.635894388652488290e-02,6.000000000000000000e+00,2.464523895263671875e+03,1.500000000000000000e+01
-1.309440011984719732e+01,-1.137413990311677381e+01,-2.249088533355841246e+00,6.109506956093359309e-02,6.841542099502714858e-02,4.000000000000000000e+00,1.782862121582031250e+03,1.500000000000000000e+01
-6.517220027898765977e+00,-1.801266036814392235e+00,3.027542480265781766e+00,4.690511189437940320e-02,5.265897724653947898e-02,4.000000000000000000e+00,1.233375183105468750e+03,1.500000000000000000e+01
-1.035032780674085551e+01,2.864406227200207766e+00,1.517229494351886476e+00,7.470387186428897874e-02,8.159124899122657815e-02,3.000000000000000000e+00,1.392122100830078125e+03,1.500000000000000000e+01
5.506507376728041692e+00,4.909214481378489481e+00,-2.358850523920284825e+00,6.527883544421406170e-02,6.840578687212595099e-02,6.000000000000000000e+00,1.099232611083984375e+04,1.600000000000000000e+01
4.674344189074413514e+00,-6.041367486391086672e+00,-2.331886772764073079e+00,5.162887572086077154e-02,5.730365774087888692e-02,5.000000000000000000e+00,3.350603088378906250e+03,1.600000000000000000e+01
-9.568608135006483550e+00,-1.296542396340010228e+00,3.113215133819396296e+00,9.137215324517058979e-02,1.099480742634575819e-01,4.000000000000000000e+00,1.897135375976562500e+03,1.600000000000000000e+01
-1.038898064147773681e+01,2.768115118304709021e+00,1.566538558931435787e+00,4.258298420848811994e-02,4.374113264915125560e-02,7.000000000000000000e+00,5.576288696289062500e+03,1.600000000000000000e+01
-1.324455474548246769e+01,-1.139640171009439307e+01,-2.505893030020113432e+00,7.912180998976320323e-02,9.324076831818273181e-02,3.000000000000000000e+00,1.179261169433593750e+03,1.600000000000000000e+01
-6.427762033278725085e+00,-1.946070672566849291e+00,3.183236511057711215e+00,5.074502914884217869e-02,5.632266327312721726e-02,5.000000000000000000e+00,1.760693420410156250e+03,1.600000000000000000e+01
-1.014766244402496831e+01,-1.062177006119275680e+00,3.723754887573504369e-01,1.358254768861872075e-01,1.466495741680132192e-01,3.000000000000000000e+00,1.346170227050781250e+03,1.600000000000000000e+01
5.577881118562449281e+00,4.871115215950809763e+00,-2.196144278533425975e+00,4.496570108072423660e-02,4.966541403433109847e-02,5.000000000000000000e+00,4.744819549560546875e+03,1.700000000000000000e+01
4.694851405805343880e+00,-5.972366141156256525e+00,-2.341563284584239124e+00,5.902059887795139959e-02,6.205926833632098572e-02,6.000000000000000000e+00,3.730904724121093750e+03,1.700000000000000000e+01
-1.320357778486941491e+01,-1.139889761891809528e+01,-2.332340220710557244e+00,3.634244225349742702e-02,3.821352915227028274e-02,6.000000000000000000e+00,2.279083984375000000e+03,1.700000000000000000e+01
-6.504010447737306855e+00,-1.864556492454449765e+00,2.981850740952063816e+00,5.650997137122856784e-02,5.946916413939652007e-02,6.000000000000000000e+00,2.088338989257812500e+03,1.700000000000000000e+01
5.522477645160066118e+00,4.848467760174557384e+00,-2.378998129779118731e+00,5.856853911548258462e-02,6.163553053641506602e-02,6.000000000000000000e+00,6.189687988281250000e+03,1.800000000000000000e+01
4.715787366799794711e+00,-5.946553664247372417e+00,-2.323342313140180249e+00,4.730106500962296540e-02,4.858753320110497514e-02,7.000000000000000000e+00,4.288701324462890625e+03,1.800000000000000000e+01
-6.371919074423205487e+00,-1.882734967571718432e+00,3.166209379649861599e+00,5.662270978550310030e-02,6.284638851042342877e-02,5.000000000000000000e+00,2.183552581787109375e+03,1.800000000000000000e+01
-1.322558662176047584e+01,-1.136649123400183647e+01,-2.270367653813997411e+00,5.017352070111797541e-02,5.153811235298714349e-02,7.000000000000000000e+00,3.615964141845703125e+03,1.800000000000000000e+01
-8.876901832997997843e+00,-2.077810258477795102e+00,2.844961749338176027e+00,4.646067895458194652e-02,4.889363196854457083e-02,6.000000000000000000e+00,2.113715530395507812e+03,1.800000000000000000e+01
-5.553613843054764132e+00,-2.033716836105280201e+00,7.090904699293969493e-01,1.438013287968841203e-01,1.398216489648988203e-01,3.000000000000000000e+00,1.769999389648437500e+03,1.800000000000000000e+01
5.596783122263188304e+00,4.910533421014942945e+00,-2.247327939841204270e+00,5.682465881503435956e-02,6.276384309769174330e-02,5.000000000000000000e+00,4.755122222900390625e+03,1.900000000000000000e+01
4.716600754996308709e+00,-5.994493002107216029e+00,-2.297762065911785001e+00,5.305279923262285618e-02,5.578421714050531971e-02,6.000000000000000000e+00,3.970082122802734375e+03,1.900000000000000000e+01
-1.323621438786890181e+01,-1.143040893541294878e+01,-2.386141052137126906e+00,6.804646100189069846e-02,7.679070119642372738e-02,4.000000000000000000e+00,1.482260345458984375e+03,1.900000000000000000e+01
-5.740751017921346566e+00,-2.161275391269886548e+00,2.794883547493144382e-01,4.437404765677174789e-02,4.791026942927285176e-02,3.000000000000000000e+00,1.406360290527343750e+03,1.900000000000000000e+01
5.505642969143701215e+00,4.885249799457072051e+00,-2.395380651176457487e+00,5.973946992215896368e-02,6.260107766231898241e-02,6.000000000000000000e+00,1.125839544677734375e+04,2.000000000000000000e+01
4.726984093202299952e+00,-5.926468792400289232e+00,-2.314593115754590258e+00,7.363219329338066554e-02,7.742313918628901392e-02,6.000000000000000000e+00,5.634405822753906250e+03,2.000000000000000000e+01
-1.327240988719946557e+01,-1.137032482310153902e+01,-2.507317366079465870e+00,4.585587062683046944e-02,4.710303322120610453e-02,7.000000000000000000e+00,3.493831939697265625e+03,2.000000000000000000e+01
-7.356100875785331894e+00,3.931077908337027527e+00,9.793115691457332517e-01,7.038169748163930484e-02,8.472750984545605879e-02,4.000000000000000000e+00,1.764902587890625000e+03,2.000000000000000000e+01
-5.750311205191751540e+00,-2.149419363936018623e+00,1.903181393380762587e-01,6.066948085808471225e-02,6.550430550144711872e-02,3.000000000000000000e+00,1.401230407714843750e+03,2.000000000000000000e+01
5.494945548308511896e+00,4.859579316525669768e+00,-2.395343870492112170e+00,6.236414604910252985e-02,6.535147960387156785e-02,6.000000000000000000e+00,1.157636212158203125e+04,2.100000000000000000e+01
4.710610434816673298e+00,-6.011210841165350871e+00,-2.265852327343075068e+00,4.797233951166679500e-02,5.044219047373649234e-02,6.000000000000000000e+00,4.748663909912109375e+03,2.100000000000000000e+01
5.591990171138993659e+00,4.898038287698341264e+00,-2.219045950951535229e+00,5.797234392569872163e-02,6.403148164957050970e-02,5.000000000000000000e+00,5.300888305664062500e+03,2.200000000000000000e+01
4.728596676858628278e+00,-5.951006558826970050e+00,-2.321358562868509168e+00,5.430395185336277242e-02,5.709978522514561755e-02,6.000000000000000000e+00,4.469664031982421875e+03,2.200000000000000000e+01
-1.325012003659569970e+01,-1.132978003899178532e+01,-2.341610015083359198e+00,5.501641165193547900e-02,5.784892594311590031e-02,6.000000000000000000e+00,2.447035736083984375e+03,2.200000000000000000e+01
5.608339264243688227e+00,4.911216086278619386e+00,-2.236209832866676184e+00,4.282984646468173534e-02,4.730632474464222664e-02,5.000000000000000000e+00,5.143032592773437500e+03,2.300000000000000000e+01
4.707860345034348803e+00,-5.988646550158248871e+00,-2.263592097160662675e+00,5.318195076740468707e-02,5.592001802876209876e-02,6.000000000000000000e+00,4.994941650390625000e+03,2.300000000000000000e+01
-9.553108564385205170e+00,-1.137674105708947891e+00,2.559104592656173516e+00,6.868992674446536273e-02,7.586924188343596720e-02,5.000000000000000000e+00,4.156658966064453125e+03,2.300000000000000000e+01
-1.319757802022204984e+01,-1.134058234703015877e+01,-2.261609682181189296e+00,6.752638307938194084e-02,7.957618564191228094e-02,3.000000000000000000e+00,1.144361633300781250e+03,2.300000000000000000e+01
5.568598500311179755e+00,4.881036335428580841e+00,-2.315289182373202692e+00,5.759055044076469287e-02,6.360978397669718454e-02,5.000000000000000000e+00,5.598278869628906250e+03,2.400000000000000000e+01
4.732212501023222551e+00,-5.948402785066715381e+00,-2.253758210369849468e+00,4.601367126966715571e-02,4.838268039889896677e-02,6.000000000000000000e+00,4.261033172607421875e+03,2.400000000000000000e+01
-1.318570442532194775e+01,-1.140292995022394962e+01,-2.363301524973092427e+00,4.743967940892468427e-02,4.988210642043023474e-02,6.000000000000000000e+00,2.897811553955078125e+03,2.400000000000000000e+01
-5.217779934632497785e+00,-1.021482747208683817e+00,1.839055652196703194e+00,3.272520723753372801e-02,3.361524931506790909e-02,7.000000000000000000e+00,3.245542449951171875e+03,2.400000000000000000e+01
2.262697326730669367e+00,-7.526245322416469818e+00,-2.502289126046826961e+00,5.905028007876973739e-02,7.150021778358983671e-02,4.000000000000000000e+00,1.716683166503906250e+03,2.400000000000000000e+01
5.582199366235272464e+00,4.902821525899198285e+00,-2.266722786735796191e+00,5.401822287884822105e-02,5.966408485126109551e-02,5.000000000000000000e+00,4.621174865722656250e+03,2.500000000000000000e+01
4.664178388038177303e+00,-5.979206333041777732e+00,-2.353242684528631834e+00,5.434775215208086790e-02,6.032137916670932826e-02,5.000000000000000000e+00,3.371757446289062500e+03,2.500000000000000000e+01
-1.315374080623173647e+01,-1.138319541990107098e+01,-2.368091837716359560e+00,4.767289951329809622e-02,5.012733383787247587e-02,6.000000000000000000e+00,2.421372131347656250e+03,2.500000000000000000e+01
-5.165527737366873318e+00,-8.784314544259435031e-01,1.907612650358665007e+00,5.517197042773692300e-02,5.667250714931455075e-02,7.000000000000000000e+00,3.906264617919921875e+03,2.500000000000000000e+01
-1.065056798219876555e+01,-3.677243352157347767e-01,1.478262293876319688e+00,4.659879208027470354e-02,4.431545325027005933e-02,6.000000000000000000e+00,2.454298034667968750e+03,2.500000000000000000e+01
5.516931266784557586e+00,4.893497665114203699e+00,-2.410658163488058392e+00,6.320803943497019239e-02,6.623579671375311173e-02,6.000000000000000000e+00,1.055029461669921875e+04,2.600000000000000000e+01
-8.414077233378742804e+00,1.237990015928730925e+00,-2.282024645314746802e+00,7.023633233357835792e-02,7.360075509307234531e-02,6.000000000000000000e+00,5.565325958251953125e+03,2.600000000000000000e+01
4.723437831689949462e+00,-6.042298257527090044e+00,-2.283204820784512368e+00,4.646562423342482512e-02,5.157288805172671048e-02,5.000000000000000000e+00,3.291048828125000000e+03,2.600000000000000000e+01
-4.506791862645889601e+00,6.060895666036358875e-02,1.381288232215997613e+00,4.862213838359921020e-02,4.994453639767376663e-02,7.000000000000000000e+00,4.573354614257812500e+03,2.600000000000000000e+01
-1.327938106035527355e+01,-1.138554912967116373e+01,-2.224658799307163815e+00,5.230225675698919885e-02,6.296295958865465170e-02,4.000000000000000000e+00,1.610075805664062500e+03,2.600000000000000000e+01
-9.638844485019943065e+00,6.073366999405167554e-01,3.525251461338119174e+00,3.957375386185110061e-02,3.763464160576195094e-02,6.000000000000000000e+00,3.639250335693359375e+03,2.600000000000000000e+01
5.532982669011801136e+00,4.838673743035219132e+00,-2.395111096137867879e+00,5.142209631677079062e-02,5.411485817546992511e-02,6.000000000000000000e+00,6.689302856445312500e+03,2.700000000000000000e+01
-7.194390972113897220e+00,3.317310616816611990e+00,-1.012355749908847580e+00,3.836055513124583122e-02,3.940386428240130745e-02,7.000000000000000000e+00,5.241950683593750000e+03,2.700000000000000000e+01
4.744652926695627215e+00,-5.944656633462401807e+00,-2.339356160399985285e+00,5.124802454111842404e-02,5.264183995383747705e-02,7.000000000000000000e+00,4.148888977050781250e+03,2.700000000000000000e+01
-1.325274465430630322e+01,-1.139206484005116060e+01,-2.241999135908944396e+00,6.498331632637896482e-02,7.919164676584530826e-02,3.000000000000000000e+00,1.219110748291015625e+03,2.700000000000000000e+01
-4.572153435738903759e+00,1.205310986589489541e-01,1.480890596153721317e+00,3.323019689583621428e-02,3.497032445125419081e-02,6.000000000000000000e+00,3.880627471923828125e+03,2.700000000000000000e+01
5.573635857575638397e+00,4.860495071291061286e+00,-2.255310654759996591e+00,5.018702205338196332e-02,5.543245561670612914e-02,5.000000000000000000e+00,4.726410278320312500e+03,2.800000000000000000e+01
4.729554812826838983e+00,-6.038019355935916543e+00,-2.223505121421148090e+00,4.626392585970975913e-02,5.134902002413783972e-02,5.000000000000000000e+00,2.891649475097656250e+03,2.800000000000000000e+01
-1.318415096034471112e+01,-1.138277950904530655e+01,-2.337165128784886470e+00,5.214870709494201506e-02,5.555711679301851558e-02,5.000000000000000000e+00,1.706931396484375000e+03,2.800000000000000000e+01
-4.682761353630486845e+00,-6.966682162791172361e-01,5.255130920417884210e-01,6.180883070102595467e-02,6.647753165658804031e-02,5.000000000000000000e+00,1.616318939208984375e+03,2.800000000000000000e+01
